## This file was extracted from ExpressionPlot by grabbing the TCGA::COAD
## project and extractings the gene information from a SummarizedExperiment
## version of the data.
##
## library(ExpressionPlot)
## p <- ep.find.project('PRJ0004323')
## se <- ep.SummarizedExperiment(p, attach.annot=TRUE)
## gdata <- transform(as.data.frame(mcols(se)), entrez.id=rownames(se))
## out <- gdata[, c('symbol', 'entrez.id', 'size')]
"symbol","entrez.id","size"
"C4orf47","441054",974
"DUX4L4","441056",1605
"MGC39584","441058",1207
"MARCH11","441061",1528
"FLJ31104","441072",2289
"CRSP8P","441089",1362
"FLJ42709","441094",5849
"C5orf56","441108",4602
"FLJ16171","441116",2143
"LOC441124","441124",2174
"C6orf226","441150",552
"TMEM151B","441151",4619
"OOEP","441161",679
"LOC441167","441167",559
"FAM26F","441168",1109
"FLJ46906","441172",1000
"LOC441177","441177",2065
"LOC441179","441179",2989
"RNF216P1","441191",2430
"PMS2CL","441194",1738
"LOC441204","441204",1632
"ZNRF2P1","441208",2034
"RP9P","441212",1297
"ZNF716","441234",5210
"LOC441239","441239",2179
"LOC441242","441242",1961
"TYW1B","441250",3158
"SPDYE7P","441251",6338
"DTX2P1-UPK3BP1-PMS2P11","441263",1763
"SPDYE3","441272",3185
"SPDYE2","441273",1983
"AKR1B15","441282",1625
"CTAGE15P","441294",2355
"OR2A9P","441295",985
"FLJ44511","441307",3506
"OR4F21","441308",939
"FAM90A13P","441314",1395
"FAM90A5P","441315",1395
"FAM90A7P","441317",1967
"FAM90A8P","441324",1395
"FAM90A18P","441326",1395
"FAM90A9P","441327",1395
"FAM90A10P","441328",1395
"FLJ39080","441355",2125
"FLJ46284","441369",3366
"FLJ42969","441374",1948
"C8orf85","441376",1786
"LRRC24","441381",1772
"FLJ35282","441389",673
"SUGT1P1","441394",820
"LOC441402","441402",2204
"ANKRD20A3","441425",3964
"ANKRD20A2","441430",3511
"AQP7P3","441432",530
"FAM75C1","441452",3779
"LOC441454","441454",1381
"LOC441455","441455",1647
"FAM22G","441457",5249
"ANKRD18B","441459",3753
"LOC441461","441461",553
"C9orf173","441476",1207
"NRARP","441478",2621
"LOC441493","441493",2380
"LOC441495","441495",1303
"FLJ46446","441501",1064
"RPS26P11","441502",566
"GLRA4","441509",2158
"FAM127C","441518",2033
"CT45A3","441519",1008
"CT45A4","441520",1008
"CT45A5","441521",1338
"SPANXN4","441525",431
"LOC441528","441528",1389
"PGAM4","441531",1678
"TTTY6B","441543",473
"CDNF","441549",1330
"FRG2B","441581",890
"LOC441601","441601",1015
"OR5B3","441608",945
"","441617",2800
"TSPAN11","441631",5562
"OR9K2","441639",1008
"LOC441666","441666",6661
"OR4Q3","441669",942
"OR4M1","441670",942
"TEX21P","441687",1045
"LOC441698","441698",513
"LOC441728","441728",2249
"LOC441736","441736",1956
"WBP11P1","441818",2972
"TARM1","441864",897
"ANKRD65","441869",2192
"PRAMEF7","441871",1425
"PRAMEF25","441873",1437
"PGCP1","441897",608
"OR10J3","441911",990
"OR2W5","441932",1342
"OR13G1","441933",924
"ZNFX1-AS1","441951",1030
"LOC441956","441956",1867
"LOC442028","442028",3330
"SULT1C3","442038",915
"LOC442075","442075",2898
"ARVP6125","442092",1513
"GALNTL6","442117",2850
"LOC442132","442132",2070
"OR2B3","442184",1106
"OR2J3","442186",936
"OR14J1","442191",966
"OR10C1","442194",1039
"ATP6V0CP3","442211",619
"PTCHD4","442213",5177
"MCART3P","442229",1605
"GSTM2P1","442245",1136
"RFPL4B","442247",1900
"ZNF727","442319",1679
"OR2A2","442361",957
"SDR16C6P","442388",972
"LOC442421","442421",3705
"FOXB2","442425",1299
"FAM47C","442444",3308
"UQCRBP1","442454",797
"LOC442459","442459",2175
"LOC442497","442497",2247
"DPY19L2P4","442523",2018
"DPY19L2P3","442524",2680
"STAG3L3","442578",2171
"STAG3L2","442582",2025
"SPDYE5","442590",2667
"EIF3IP1","442720",987
"LMOD2","442721",2149
"PRY2","442862",1238
"BPY2B","442867",1206
"BPY2C","442868",1206
"MIR133B","442890",119
"MIR135B","442891",97
"MIR148B","442892",99
"MIR151A","442893",90
"MIR302B","442894",73
"MIR302C","442895",68
"MIR302D","442896",68
"MIR323A","442897",86
"MIR324","442898",83
"MIR325","442899",98
"MIR326","442900",95
"MIR328","442901",75
"MIR330","442902",94
"MIR331","442903",94
"MIR335","442904",94
"MIR337","442905",93
"MIR338","442906",67
"MIR339","442907",94
"MIR340","442908",95
"MIR342","442909",99
"MIR345","442910",98
"MIR346","442911",95
"MIR367","442912",68
"MIR376C","442913",66
"MIR369","442914",70
"MIR370","442915",75
"MIR371A","442916",67
"MIR372","442917",67
"MIR373","442918",69
"MIR374A","442919",72
"MIR196B","442920",84
"ASPA","443",1483
"MYO1B","4430",5095
"CITED1","4435",1617
"MSH2","4436",3209
"MSH3","4437",4620
"MSH4","4438",3203
"MSH5","4439",2992
"ASPH","444",12034
"MSI1","4440",2950
"IGFL4","444882",573
"ASS1","445",1848
"ARHGEF35","445328",2474
"SULT1A4","445329",1397
"TARP","445347",1027
"TRIM6-TRIM34","445372",3481
"CBWD3","445571",1726
"C9orf129","445577",1154
"POTEE","445582",3440
"PALM2-AKAP2","445815",7519
"MSMB","4477",494
"MSN","4478",3970
"MSR1","4481",5490
"MSRA","4482",2047
"MST1","4485",2331
"MST1R","4486",4772
"MSX1","4487",1940
"MSX2","4488",2208
"FRG2","448831",2084
"KPRP","448834",2523
"LCE6A","448835",642
"MT1A","4489",396
"MT1B","4490",380
"MT1E","4493",506
"MT1F","4494",441
"DEFA10P","449493",291
"MT1G","4495",396
"GGNBP1","449520",999
"MT1H","4496",397
"MT1JP","4498",408
"MT1M","4499",440
"MT1L","4500",426
"MT1X","4501",404
"MT2A","4502",419
"MT3","4504",582
"MTAP","4507",4922
"ATP6","4508",681
"ATP8","4509",207
"TRNC","4511",66
"COX1","4512",1542
"COX2","4513",684
"COX3","4514",784
"MTCP1","4515",2320
"CYTB","4519",1141
"MTF1","4520",7972
"NUDT1","4521",838
"MTHFD1","4522",3448
"MTHFR","4524",7150
"MTIF2","4528",3018
"MTM1","4534",3436
"ND1","4535",956
"ND2","4536",1042
"ND3","4537",346
"ND4","4538",1378
"ND4L","4539",297
"ND5","4540",1812
"ND6","4541",525
"MYO1F","4542",4173
"MTNR1A","4543",1105
"MTNR1B","4544",1662
"MTTP","4547",4090
"MTR","4548",10558
"RNR1","4549",954
"RNR2","4550",1559
"MTRR","4552",3300
"TRNA","4553",69
"TRND","4555",68
"TRNE","4556",69
"TRNF","4558",71
"TRNG","4563",68
"TRNH","4564",69
"TRNI","4565",69
"TRNK","4566",70
"TRNL1","4567",75
"TRNL2","4568",71
"TRNM","4569",68
"TRNN","4570",73
"TRNP","4571",68
"TRNQ","4572",72
"TRNR","4573",65
"TRNS1","4574",69
"TRNS2","4575",59
"TRNT","4576",66
"TRNV","4577",69
"TRNW","4578",68
"TRNY","4579",66
"MTX1","4580",1643
"MUC1","4582",1838
"MUC2","4583",8620
"MUC3A","4584",5766
"MUC4","4585",16806
"MUC6","4588",8003
"MUC7","4589",2774
"TRIM37","4591",4800
"MUSK","4593",2784
"MUT","4594",3886
"MUTYH","4595",2129
"MVD","4597",1795
"MVK","4598",2073
"MX1","4599",3605
"ASTN1","460",7340
"MX2","4600",2961
"MXI1","4601",3835
"MYB","4602",3678
"MYBL1","4603",5188
"MYBPC1","4604",4028
"MYBL2","4605",2713
"MYBPC2","4606",3598
"MYBPC3","4607",4217
"MYBPH","4608",1806
"MYC","4609",2366
"MYCL1","4610",4951
"MYCN","4613",2605
"MYD88","4615",2874
"GADD45B","4616",1375
"MYF5","4617",1520
"MYF6","4618",1338
"MYH1","4619",6023
"SERPINC1","462",1599
"MYH2","4620",6151
"MYH3","4621",6027
"MYH4","4622",6016
"MYH6","4624",5941
"MYH7","4625",6026
"MYH8","4626",6038
"MYH9","4627",7505
"MYH10","4628",7762
"MYH11","4629",6942
"ZFHX3","463",16170
"MYL1","4632",1151
"MYL2","4633",830
"MYL3","4634",929
"MYL4","4635",949
"MYL5","4636",661
"MYL6","4637",809
"MYLK","4638",8183
"MYO1A","4640",3661
"MYO1C","4641",5095
"MYO1D","4642",5182
"MYO1E","4643",4715
"MYO5A","4644",12225
"MYO5B","4645",9520
"MYO6","4646",8662
"MYO7A","4647",7746
"MYO7B","4648",6715
"MYO9A","4649",8690
"MYO9B","4650",7623
"MYO10","4651",11430
"MYOC","4653",2045
"MYOD1","4654",1806
"MYOG","4656",1744
"PPP1R12A","4659",5944
"ATF1","466",2505
"PPP1R12B","4660",11990
"MYT1","4661",5535
"NAB1","4664",4469
"NAB2","4665",2711
"NACA","4666",3498
"NAGA","4668",3726
"NAGLU","4669",2783
"ATF3","467",3309
"HNRNPM","4670",2533
"NAIP","4671",7386
"NAP1L1","4673",5125
"NAP1L2","4674",2576
"NAP1L3","4675",2758
"NAP1L4","4676",2518
"NARS","4677",2868
"NASP","4678",3291
"ATF4","468",2022
"CEACAM6","4680",2631
"NBL1","4681",2863
"NUBP1","4682",1232
"NBN","4683",4621
"NCAM1","4684",8527
"NCAM2","4685",5002
"NCBP1","4686",5381
"NCF2","4688",2494
"NCF4","4689",1643
"NCK1","4690",2057
"NCL","4691",2717
"NDN","4692",1897
"NDP","4693",2004
"NDUFA1","4694",486
"NDUFA2","4695",893
"NDUFA3","4696",354
"NDUFA4","4697",2058
"NDUFA5","4698",1550
"ACLY","47",4353
"NDUFA6","4700",1184
"NDUFA7","4701",585
"NDUFA8","4702",844
"NEB","4703",26307
"NDUFA9","4704",1609
"NDUFA10","4705",4915
"NDUFAB1","4706",667
"NDUFB1","4707",420
"NDUFB2","4708",495
"NDUFB3","4709",778
"ATIC","471",2084
"NDUFB4","4710",1560
"NDUFB5","4711",1059
"NDUFB6","4712",861
"NDUFB7","4713",546
"NDUFB8","4714",686
"NDUFB9","4715",719
"NDUFB10","4716",697
"NDUFC1","4717",1453
"NDUFC2","4718",2475
"NDUFS1","4719",3572
"ATM","472",13147
"NDUFS2","4720",2276
"NDUFS3","4722",959
"NDUFV1","4723",1631
"NDUFS4","4724",676
"NDUFS5","4725",571
"NDUFS6","4726",546
"NDUFS8","4728",804
"NDUFV2","4729",930
"RERE","473",8321
"NDUFV3","4731",2130
"DRG1","4733",1450
"NEDD4","4734",7608
"SEPT2","4735",3799
"RPL10A","4736",719
"NEDD8","4738",625
"NEDD9","4739",5584
"ATOH1","474",1065
"NEFM","4741",3627
"TTTY3B","474148",344
"TTTY4B","474149",1346
"TTTY4C","474150",1346
"TTTY17B","474151",166
"TTTY17C","474152",166
"LRRC37A2","474170",5175
"STGC3","474171",1232
"SUMO1P3","474338",1210
"SPIN2B","474343",1262
"GIMAP6","474344",3913
"LRRC18","474354",1620
"H2AFB2","474381",348
"H2AFB1","474382",517
"F8A2","474383",1116
"F8A3","474384",1116
"NEFH","4744",3721
"NELL1","4745",3250
"NEFL","4747",3590
"ATOX1","475",489
"NEK1","4750",5757
"NEK2","4751",3276
"NEK3","4752",2733
"NELL2","4753",4234
"NEO1","4756",7088
"NEU1","4758",2071
"NEU2","4759",1143
"ATP1A1","476",4300
"NEUROD1","4760",2945
"NEUROD2","4761",3032
"NEUROG1","4762",1668
"NF1","4763",13260
"ATP1A2","477",5464
"NF2","4771",6925
"NFATC1","4772",5780
"NFATC2","4773",7797
"NFIA","4774",10023
"NFATC3","4775",6525
"NFATC4","4776",6025
"NFE2","4778",2029
"NFE2L1","4779",4874
"ATP1A3","478",3711
"NFE2L2","4780",3340
"NFIB","4781",8946
"NFIC","4782",8168
"NFIL3","4783",2085
"NFIX","4784",5576
"ATP12A","479",3734
"NFKB1","4790",4085
"NFKB2","4791",3806
"NFKBIA","4792",1567
"NFKBIB","4793",2347
"NFKBIE","4794",2581
"NFKBIL1","4795",1606
"TONSL","4796",4515
"NFRKB","4798",5226
"NFX1","4799",6152
"ACO1","48",3550
"ATP1A4","480",3955
"NFYA","4800",6219
"NFYB","4801",3482
"NFYC","4802",2821
"NGF","4803",1049
"NGFR","4804",3420
"NHLH1","4807",2559
"NHLH2","4808",2680
"NHP2L1","4809",1697
"ATP1B1","481",2200
"NHS","4810",9132
"NID1","4811",5883
"NINJ1","4814",1281
"NINJ2","4815",1062
"NIT1","4817",3196
"NKG7","4818",826
"ATP1B2","482",3332
"NKTR","4820",7302
"NKX2-2","4821",2085
"NKX3-1","4824",3281
"NKX6-1","4825",1116
"NNAT","4826",1304
"NMB","4828",1030
"NMBR","4829",1354
"ATP1B3","483",1853
"NME1","4830",1031
"NME2","4831",1244
"NME3","4832",1014
"NME4","4833",1007
"NQO2","4835",1139
"NMT1","4836",4886
"NNMT","4837",1578
"NODAL","4838",2086
"NOP2","4839",2981
"NONO","4841",3218
"NOS1","4842",12534
"NOS2","4843",4206
"NOS3","4846",5123
"CNOT2","4848",4116
"CNOT3","4849",2887
"CNOT4","4850",5388
"NOTCH1","4851",9295
"NPY","4852",560
"NOTCH2","4853",11825
"NOTCH3","4854",8071
"NOTCH4","4855",6745
"NOV","4856",2601
"NOVA1","4857",4291
"NOVA2","4858",1877
"FXYD2","486",669
"PNP","4860",2421
"NPAS1","4861",2043
"NPAS2","4862",4004
"NPAT","4863",5938
"NPC1","4864",4814
"NPHP1","4867",2751
"NPHS1","4868",5024
"NPM1","4869",1780
"ATP2A1","487",3536
"NPPA","4878",855
"NPPB","4879",698
"ATP2A2","488",8315
"NPPC","4880",381
"NPR1","4881",4185
"NPR2","4882",3430
"NPR3","4883",7597
"NPTX1","4884",5437
"NPTX2","4885",2713
"NPY1R","4886",2958
"NPY2R","4887",3626
"NPY6R","4888",2988
"NPY5R","4889",1843
"ATP2A3","489",4857
"SLC11A2","4891",6805
"NRAP","4892",5538
"NRAS","4893",4454
"NRCAM","4897",6685
"NRD1","4898",4084
"NRF1","4899",3624
"ACR","49",1370
"ATP2B1","490",6933
"NRGN","4900",1218
"NRL","4901",1974
"NRTN","4902",1104
"YBX1","4904",1546
"NSF","4905",3987
"NT5E","4907",4068
"NTF3","4908",1397
"NTF4","4909",999
"ATP2B2","491",8962
"NTHL1","4913",1067
"NTRK1","4914",2857
"NTRK2","4915",16883
"NTRK3","4916",5239
"NTN3","4917",1986
"ROR1","4919",4112
"ATP2B3","492",6574
"ROR2","4920",4097
"DDR2","4921",3252
"NTS","4922",1239
"NTSR1","4923",4132
"GEMIN8P4","492303",1702
"C8orf22","492307",2027
"IGIP","492311",2871
"NUCB1","4924",2579
"NUCB2","4925",1612
"NUMA1","4926",7182
"NUP88","4927",2495
"NUP98","4928",7759
"NR4A2","4929",3531
"ATP2B4","493",8907
"NVL","4931",3013
"GPR143","4935",1696
"COA5","493753",1662
"LOC493754","493754",3292
"OAS1","4938",1989
"HCG11","493812",5688
"TRIM72","493829",2152
"CISD2","493856",5892
"CCDC73","493860",4015
"EID3","493861",1435
"GPX8","493869",3750
"OAS2","4939",6169
"RNASE12","493901",744
"PHOSPHO2","493911",1373
"OAS3","4940",6627
"RBMXL1","494115",5087
"SPANXN1","494118",613
"SPANXN2","494119",1377
"LOC494127","494127",1340
"LOC494141","494141",2778
"CHAC2","494143",1275
"FBXO47","494188",2302
"SPANXN5","494197",561
"OAT","4942",2092
"TBC1D25","4943",3812
"MIR361","494323",72
"MIR375","494324",64
"MIR376A1","494325",68
"MIR377","494326",69
"MIR378A","494327",66
"MIR379","494328",67
"MIR380","494329",61
"MIR381","494330",75
"MIR382","494331",76
"MIR383","494332",73
"MIR384","494333",88
"MIR422A","494334",90
"MIR423","494335",94
"MIR424","494336",98
"MIR425","494337",87
"RNF165","494470",7040
"DFNB59","494513",1527
"C18orf56","494514",844
"WEE2","494551",3061
"LOC494558","494558",953
"OCA2","4948",3140
"ATP4A","495",3559
"OCM2","4951",588
"OCRL","4952",5157
"ODC1","4953",2062
"ODF1","4956",994
"ODF2","4957",4861
"OMD","4958",2542
"ATP4B","496",1500
"OGDH","4967",4840
"OGG1","4968",2843
"OGN","4969",3067
"KU-MEL-3","497048",1143
"FLJ25758","497049",1463
"TIFAB","497189",1273
"CLEC18B","497190",1943
"BDNF-AS1","497258",3051
"C18orf61","497259",2714
"OLR1","4973",2516
"OMG","4974",1895
"OMP","4975",492
"OPA1","4976",6493
"LINC00293","497634",2696
"C18orf32","497661",1653
"OPCML","4978",6545
"ATP5A1","498",2428
"TNFRSF11B","4982",2346
"OPHN1","4983",7531
"OPRD1","4985",1774
"ZNF295","49854",7479
"SCAPER","49855",5036
"WRAP73","49856",1699
"OPRK1","4986",4959
"CRNN","49860",1913
"CLDN20","49861",1209
"OPRL1","4987",3604
"OPRM1","4988",6589
"SIX6","4990",1475
"OR1D2","4991",939
"OR1F1","4992",939
"OR2C1","4993",1036
"OR3A1","4994",948
"OR3A2","4995",1085
"ORC1","4998",3169
"ORC2","4999",3652
"ACO2","50",2741
"ORC4","5000",7039
"ORC5","5001",2255
"SLC22A18","5002",1625
"SLC22A18AS","5003",1547
"ORM1","5004",839
"ORM2","5005",844
"OSBP","5007",5083
"OSM","5008",1854
"OTC","5009",1647
"ALDH7A1","501",4936
"CLDN11","5010",2859
"OTX1","5013",2952
"OTX2","5015",2248
"OVGP1","5016",2242
"OVOL1","5017",2993
"OXA1L","5018",1719
"OXCT1","5019",3558
"OXT","5020",512
"OXTR","5021",4361
"P2RX1","5023",2864
"P2RX3","5024",1457
"P2RX4","5025",2114
"P2RX5","5026",2309
"P2RX7","5027",4065
"P2RY1","5028",3110
"P2RY2","5029",2860
"P2RY4","5030",1639
"P2RY6","5031",2873
"P2RY11","5032",1977
"P4HA1","5033",3015
"P4HB","5034",2578
"MS4A13","503497",928
"LOC503519","503519",1485
"A1BG-AS1","503538",2130
"SPRN","503542",3173
"FLJ35946","503569",2030
"ARGFX","503582",5065
"PA2G4","5036",2626
"DEFB107B","503614",389
"DEFB104B","503618",281
"ARGFXP2","503640",1215
"DPRXP4","503645",670
"LOH12CR2","503693",1538
"PEBP1","5037",1491
"DPRX","503834",648
"DUXA","503835",3346
"DEFB106B","503841",303
"DEFB105B","504180",237
"OR8U8","504189",956
"OR8U9","504190",930
"OR9G9","504191",918
"PABPC3","5042",2430
"FURIN","5045",4180
"PCSK6","5046",6567
"PAEP","5047",840
"PAFAH1B1","5048",5614
"RRM2B","50484",5200
"SMARCAL1","50485",3320
"G0S2","50486",963
"PLA2G3","50487",2575
"MINK1","50488",5041
"CD207","50489",1872
"PAFAH1B2","5049",6305
"PAFAH1B3","5050",1232
"DUOX2","50506",6346
"NOX4","50507",4677
"NOX3","50508",2044
"COL5A3","50509",6174
"PAFAH2","5051",3581
"SYCP3","50511",1129
"PODXL2","50512",2171
"DEC1","50514",1251
"CHST11","50515",5768
"PRDX1","5052",1348
"PAH","5053",2681
"SERPINE1","5054",3181
"SERPINB2","5055",2166
"PAK1","5058",3479
"ATP5B","506",1843
"IL20","50604",1234
"UBQLN3","50613",2345
"GALNT9","50614",1727
"IL21R","50615",5094
"IL22","50616",1147
"ATP6V0A4","50617",3357
"ITSN2","50618",6738
"DEF6","50619",2296
"PAK2","5062",6139
"CUZD1","50624",2279
"CYHR1","50626",2566
"GEMIN4","50628",3741
"PAK3","5063",3279
"CALY","50632",983
"ANO7","50636",4448
"PALM","5064",2874
"PNPLA8","50640",4964
"ARHGEF4","50649",4257
"ARHGEF3","50650",4622
"SLC45A1","50651",2401
"PCA3","50652",3735
"PAM","5066",5338
"CNTN3","5067",4997
"NEUROG3","50674",1255
"REG3A","5068",1097
"PAPPA","5069",10970
"RDH8","50700",1714
"PARK2","5071",4073
"DCAF8","50717",4690
"PARN","5073",3083
"PAWR","5074",1951
"PAX1","5075",5352
"PAX2","5076",4209
"PAX3","5077",4125
"PAX4","5078",2010
"PAX5","5079",3650
"PAX6","5080",7351
"KCNK4","50801",1810
"MYEF2","50804",5403
"IRX4","50805",2221
"ASAP1","50807",6348
"AK3","50808",4630
"HP1BP3","50809",3921
"PAX7","5081",6313
"HDGFRP3","50810",1973
"COPS7A","50813",2305
"NSDHL","50814",1630
"PDCL","5082",3085
"PAX9","5083",3107
"TAS2R3","50831",1101
"TAS2R4","50832",900
"TAS2R16","50833",996
"TAS2R1","50834",1355
"TAS2R9","50835",1075
"TAS2R8","50836",930
"TAS2R7","50837",1096
"TAS2R13","50838",1637
"TAS2R10","50839",924
"TAS2R14","50840",954
"DHH","50846",1936
"F11R","50848",4830
"TRAT1","50852",1695
"VILL","50853",2787
"C6orf48","50854",842
"PARD6A","50855",1263
"CLEC4A","50856",1281
"TTTY1","50858",910
"SPOCK3","50859",3565
"STMN3","50861",2255
"RNF141","50862",4084
"NTM","50863",4188
"HEBP1","50865",1209
"PBX1","5087",6910
"PBX2","5089",3213
"ATP5C1","509",1148
"PBX3","5090",3105
"PC","5091",4241
"PCBD1","5092",1006
"PCBP1","5093",1751
"CDON","50937",8116
"IMPG2","50939",8352
"PCBP2","5094",3171
"PDE11A","50940",9790
"FOXP3","50943",2382
"SHANK1","50944",6643
"TBX22","50945",2380
"PCCA","5095",2564
"PCCB","5096",1876
"SOST","50964",2300
"PCDH1","5097",5346
"PCDHGC3","5098",4975
"PCDH7","5099",9938
"TMED5","50999",6185
"ACOX1","51",7920
"PCDH8","5100",4003
"SLC35B3","51000",2215
"MTERFD1","51001",1406
"TPRKB","51002",752
"MED31","51003",1656
"COQ6","51004",1841
"AMDHD2","51005",2283
"SLC35C2","51006",2461
"ASCC1","51008",3435
"DERL2","51009",1127
"PCDH9","5101",6227
"EXOSC3","51010",1222
"FAHD2A","51011",1298
"SLMO2","51012",2563
"EXOSC1","51013",1150
"TMED7","51014",4063
"ISOC1","51015",1942
"FAM158A","51016",835
"RRP15","51018",7771
"CCDC53","51019",913
"HDDC2","51020",1615
"MRPS16","51021",2634
"GLRX2","51022",1297
"MRPS18C","51023",1121
"FIS1","51024",739
"PAM16","51025",584
"GOLT1B","51026",3272
"BOLA1","51027",857
"VPS36","51028",4423
"PPPDE1","51029",4093
"FAM18B1","51030",1789
"GLOD4","51031",1837
"CELA2B","51032",923
"UBXN1","51035",1289
"SERPINA5","5104",2312
"ZNF593","51042",649
"ZBTB7B","51043",4099
"ST8SIA3","51046",10154
"PCK1","5105",2685
"PI15","51050",6732
"PRLH","51052",264
"GMNN","51053",1359
"PLEKHA8P1","51054",1869
"LAP3","51056",2100
"WDPCP","51057",3326
"ZNF691","51058",1914
"FAM135B","51059",6962
"PCK2","5106",2570
"TXNDC12","51060",4351
"TXNDC11","51061",3047
"ATL1","51062",2933
"CALHM2","51063",1949
"RPS27L","51065",1084
"C3orf32","51066",2119
"YARS2","51067",2173
"NMD3","51068",2728
"MRPL2","51069",1286
"NOSIP","51070",1098
"DERA","51071",1724
"MEMO1","51072",1814
"MRPL4","51073",2404
"APIP","51074",1259
"TMX2","51075",1792
"CUTC","51076",1368
"FCF1","51077",2409
"THAP4","51078",2318
"NDUFA13","51079",542
"PCM1","5108",8783
"MRPS7","51081",1415
"POLR1D","51082",3020
"GAL","51083",778
"CRYL1","51084",1501
"MLXIPL","51085",3278
"TNNI3K","51086",3023
"YBX2","51087",1583
"KLHL5","51088",7984
"PLLP","51090",1497
"SEPSECS","51091",5645
"SIDT2","51092",3919
"RRNAD1","51093",2269
"ADIPOR1","51094",2301
"TRNT1","51095",2276
"UTP18","51096",1886
"SCCPDH","51097",2474
"IFT52","51098",1675
"ABHD5","51099",5353
"PCMT1","5110",1849
"SH3GLB1","51100",6488
"ZC2HC1A","51101",3352
"MECR","51102",2434
"NDUFAF1","51103",1731
"FAM108B1","51104",3260
"PHF20L1","51105",8558
"TFB1M","51106",2802
"APH1A","51107",2266
"METTL9","51108",3195
"RDH11","51109",2574
"PCNA","5111",1442
"LACTB2","51110",1553
"SUV420H1","51111",5825
"TRAPPC12","51112",2524
"ZDHHC9","51114",4878
"FAM82B","51115",3064
"MRPS2","51116",2200
"COQ4","51117",1572
"UTP11L","51118",2050
"SBDS","51119",1605
"RPL26L1","51121",710
"COMMD2","51122",3706
"ZNF706","51123",3115
"IER3IP1","51124",1481
"GOLGA7","51125",2088
"NAA20","51126",1333
"TRIM17","51127",2635
"SAR1B","51128",6651
"ANGPTL4","51129",1903
"ASB3","51130",2818
"PHF11","51131",1902
"RLIM","51132",10629
"KCTD3","51133",3931
"CCDC41","51134",3225
"IRAK4","51135",4341
"RNFT1","51136",2016
"COPS4","51138",1748
"INSIG2","51141",2583
"CHCHD2","51142",815
"DYNC1LI1","51143",2504
"HSD17B12","51144",2545
"LOC51145","51145",2170
"A4GNT","51146",1771
"ING4","51147",1448
"CERCAM","51148",2689
"C5orf45","51149",1201
"SDF4","51150",2138
"SLC45A2","51151",3014
"MRTO4","51154",2273
"HN1","51155",1697
"SERPINA10","51156",2524
"ZNF580","51157",1577
"PCNT","5116",10560
"VPS28","51160",1062
"C3orf18","51161",2827
"EGFL7","51162",2309
"DBR1","51163",2690
"DCTN4","51164",4313
"AADAT","51166",2404
"CYB5R4","51167",2247
"MYO15A","51168",11863
"HSD17B11","51170",1873
"HSD17B14","51171",1237
"NAGPA","51172",2209
"TUBD1","51174",2602
"TUBE1","51175",2297
"LEF1","51176",4128
"PLEKHO1","51177",1615
"HAO2","51179",1696
"PCOLCE","5118",1620
"DCXR","51181",829
"HSPA14","51182",1806
"GPN3","51184",1764
"CRBN","51185",2591
"WBP5","51186",1089
"RSL24D1","51187",1473
"SS18L2","51188",815
"CHMP1A","5119",2527
"HERC5","51191",3513
"CKLF","51192",888
"ZNF639","51193",3013
"IPO11","51194",4633
"RAPGEFL1","51195",3727
"PLCE1","51196",8296
"C9orf53","51198",616
"NIN","51199",10937
"CPA4","51200",2817
"ZDHHC2","51201",4012
"DDX47","51202",1817
"NUSAP1","51203",2454
"TACO1","51204",1469
"ACP6","51205",1808
"GP6","51206",2268
"DUSP13","51207",1833
"CLDN18","51208",3632
"RAB9B","51209",3799
"PCP4","5121",556
"LUZP4","51213",1728
"IGF2-AS1","51214",2842
"GLRX5","51218",1171
"PCSK1","5122",5308
"ZNF219","51222",3478
"TCEB3B","51224",3046
"ABI3","51225",2109
"COPZ2","51226",903
"PIGP","51227",1236
"GLTP","51228",2356
"PHF20","51230",5889
"VRK3","51231",2100
"CRIM1","51232",5611
"C22orf43","51233",1300
"TMEM85","51234",991
"FAM203A","51236",2405
"MZB1","51237",827
"ANKRD39","51239",900
"COX16","51241",1717
"C3orf19","51244",2960
"SHISA5","51246",2166
"PAIP2","51247",1655
"PDZD11","51248",1246
"TMEM69","51249",1471
"PCSK5","5125",9743
"C6orf203","51250",1519
"NT5C3","51251",1885
"FAM178B","51252",3007
"MRPL37","51253",1483
"RNF181","51255",716
"TBC1D7","51256",1300
"MARCH2","51257",1653
"MRPL51","51258",677
"TMEM216","51259",1321
"PCSK2","5126",5052
"CXorf26","51260",1195
"MRPL30","51263",4536
"MRPL27","51264",703
"CDKL3","51265",2262
"CLEC1B","51266",972
"CLEC1A","51267",1779
"PIPOX","51268",2412
"CDK16","5127",3985
"TFDP3","51270",1680
"UBAP1","51271",3137
"BET1L","51272",2956
"KLF3","51274",5615
"C12orf47","51275",2285
"ZNF571","51276",2276
"DNAJC27","51277",4992
"IER5","51278",2342
"C1RL","51279",3398
"CDK17","5128",4713
"GOLM1","51280",3265
"ANKMY1","51281",3405
"SCAND1","51282",1510
"BFAR","51283",3043
"TLR7","51284",4992
"RASL12","51285",2578
"CEND1","51286",1646
"CHCHD8","51287",817
"RXFP3","51289",2533
"CDK18","5129",3274
"ERGIC2","51290",1777
"GMIP","51291",3517
"GMPR2","51292",2274
"CD320","51293",1251
"PCDH12","51294",5182
"ECSIT","51295",1819
"SLC15A3","51296",2116
"BPIFA1","51297",1078
"THEG","51298",1322
"NRN1","51299",2057
"ATP5D","513",996
